borough,buildingClassCategory,address,zipcode,residentialUnits,landSqft,yearBuilt,salePrice,employed,unemployed,incomeAbove100k,incomeBelow100k
Bronx County,02 TWO FAMILY DWELLINGS,458 EAST 134TH STREET,10454,2,"1,700",1901,450000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,458 EAST 134TH STREET,10454,2,"1,700",1901,736000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,2517 EASTCHESTER ROAD,10469,1,"1,700",1950,590000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,4565 MATILDA AVENUE,10470,2,"1,700",1910,475000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,2515 E. TREMONT AVE,10461,2,"1,700",1925,499999,565642,32035,44610,621050
manhattan,01 ONE FAMILY DWELLINGS,215 WEST 138TH STREET,10030,1,1699,1910,2575000,#N/A,#N/A,#N/A,#N/A
manhattan,01 ONE FAMILY DWELLINGS,230 WEST 139 STREET,10030,1,1699,1910,1719000,#N/A,#N/A,#N/A,#N/A
manhattan,02 TWO FAMILY DWELLINGS,170 WEST 133 STREET,10030,2,1699,1899,1575000,#N/A,#N/A,#N/A,#N/A
manhattan,02 TWO FAMILY DWELLINGS,246 WEST 139 STREET,10030,2,1699,1910,2800000,#N/A,#N/A,#N/A,#N/A
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,285 AUTUMN AVE,11208,2,"1,699",1910,899000,1149461,48699,188640,1067440
Queens County,02 TWO FAMILY DWELLINGS,111-17 34TH AVENUE,11368,2,"1,698",2007,1300000,1099996,39401,166650,1015040
Bronx County,02 TWO FAMILY DWELLINGS,4512 CARPENTER AVENUE,10470,2,"1,697",1960,450000,565642,32035,44610,621050
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,8866 16TH AVENUE,11214,1,"1,696",1950,765000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,101 CAMPBELL AVENUE,10310,1,"1,695",2004,375000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,13554 223RD STREET,11413,1,"1,694",1945,736849,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,30-18 UTOPIA PARKWAY,11358,1,"1,693",1950,750000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,169-14 22 AVENUE,11357,1,"1,692",1955,708000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,171-26 LIBERTY AVENUE,11433,2,"1,692",1920,495000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,85 PEMBROOK LOOP,10309,1,"1,692",1992,515000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,2943 KINGSLAND AVENUE,10469,2,"1,692",1960,475000,565642,32035,44610,621050
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2260 WEST 1ST STREET,11223,2,"1,690",1920,995000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2260 WEST 1ST STREET,11223,2,"1,690",1920,600000,1149461,48699,188640,1067440
Queens County,02 TWO FAMILY DWELLINGS,72-14 COOPER AVENUE,11385,2,"1,688",1935,680000,1099996,39401,166650,1015040
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,152 JEROME STREET,11207,1,"1,688",1901,384999,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,152 JEROME STREET,11207,1,"1,688",1901,825000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,15 BRIGHTON STREET,10307,1,"1,688",2005,520000,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,78-07 77TH AVENUE,11385,2,"1,687",1930,775000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2033 WEST 8TH ST,11223,2,"1,686",1925,1175000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,365 17TH STREET,11215,3,"1,684",1933,1700000,1149461,48699,188640,1067440
Queens County,01 ONE FAMILY DWELLINGS,199 PURITAN AVENUE,11375,1,"1,683",1930,1620500,1099996,39401,166650,1015040
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,408 HANCOCK STREET,11216,3,"1,683",1899,1799000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,188 LINDEN STREET,11221,2,"1,683",1920,888000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,117 KING STREET,11231,1,"1,683",2016,2517767,1149461,48699,188640,1067440
manhattan,02 TWO FAMILY DWELLINGS,350 EAST 116TH STREET,10029,2,1682,1900,1850000,#N/A,#N/A,#N/A,#N/A
manhattan,03 THREE FAMILY DWELLINGS,417 EAST 118 STREET,10035,3,1682,1901,2275000,#N/A,#N/A,#N/A,#N/A
Queens County,01 ONE FAMILY DWELLINGS,58-40 150TH STREET,11355,1,"1,682",1950,880000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,3109 BEVERLY ROAD,11226,2,"1,682",1899,770000,1149461,48699,188640,1067440
Queens County,01 ONE FAMILY DWELLINGS,105-08 101ST ROAD,11416,1,"1,681",1945,400000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,105-15 101ST ROAD,11416,2,"1,681",1945,670000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,182-12 146TH ROAD,11413,1,"1,681",2009,454000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,23-51 94TH STREET,11369,1,"1,680",1950,725000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,25-50 MCINTOSH STREET,11369,2,"1,680",1935,500000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,96-42 149TH AVENUE,11417,1,"1,680",1950,555000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,200-10 LINDEN BOULEVARD,11412,2,"1,680",1925,680000,1099996,39401,166650,1015040
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,645 HALSEY STREET,11233,3,"1,680",2004,1220000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,131 NORWOOD AVENUE,11208,1,"1,680",1901,575000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,131 NORWOOD AVE,11208,1,"1,680",1901,375000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,944 ALBANY AVE,11203,2,"1,680",1920,475000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,60 GOTHAM AVENUE,11229,1,"1,680",1920,595000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,56 GOTHAM AVENUE,11229,1,"1,680",1920,628000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,3060 NOSTRAND AVENUE,11229,1,"1,680",1940,720000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,59 CARLYLE GREEN,10312,1,"1,680",1980,445000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,119 RAILY COURT,10312,1,"1,680",1986,375000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,219B TARGEE STREET,10304,1,"1,680",1905,283920,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,859 UNION AVENUE,10459,1,"1,680",1992,495000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,859 UNION AVENUE,10459,1,"1,680",1992,295000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,1503 FIELDING STREET,10469,1,"1,680",1940,432500,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,1509 FIELDING,10469,1,"1,680",1940,440000,565642,32035,44610,621050
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,819 PROSPECT PLACE,11216,2,"1,679",1910,1745000,1149461,48699,188640,1067440
Queens County,01 ONE FAMILY DWELLINGS,144-48 69TH ROAD,11367,1,"1,678",1940,862000,1099996,39401,166650,1015040
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1729 71ST STREET,11204,1,"1,675",1930,688000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,4523 FOSTER AVENUE,11203,1,"1,675",1950,665000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,4501 FOSTER AVENUE,11203,2,"1,675",1950,475000,1149461,48699,188640,1067440
manhattan,02 TWO FAMILY DWELLINGS,515 WEST 144TH ST,10031,2,1674,1910,2400000,#N/A,#N/A,#N/A,#N/A
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,2884 FULTON STREET,11207,1,"1,674",1920,151682,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1517 KIMBALL STREET,11234,2,"1,674",1920,580000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,58 RENEE PLACE,10314,1,"1,674",1970,450000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,3448 CORLEAR AVENUE,10463,2,"1,674",1942,700000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3109 MILES AVENUE,10465,1,"1,674",1960,200000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,668 EAST 219 STREET,10467,2,"1,674",2000,670000,565642,32035,44610,621050
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,47 GELSTON AVENUE,11209,1,"1,673",1910,1150000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,49 CARLYLE GREEN,10312,1,"1,673",1987,385000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,69-26 198TH STREET,11365,1,"1,672",1945,760000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,501 17TH STREET,11215,2,"1,672",1920,1900000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,336 PARK AVE,11205,1,"1,671",2009,2110000,1149461,48699,188640,1067440
Bronx County,01 ONE FAMILY DWELLINGS,2749 CRESTON AVE,10468,1,"1,671",1910,649000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,2749 CRESTON AVENUE,10468,1,"1,671",1910,210000,565642,32035,44610,621050
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,3104 SNYDER AVE,11226,3,"1,670",1910,999000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,3110 SNYDER AVENUE,11226,3,"1,670",1910,565000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,335 54TH STREET,11220,1,"1,669",1901,900000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,195 31ST STREET,11232,2,"1,669",1920,1220000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,335 43RD STREET,11232,2,"1,669",1899,200000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,453 44TH STREET,11220,2,"1,669",1910,885000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,361 52ND STREET,11220,2,"1,669",1930,996000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,565 40TH STREET,11232,3,"1,669",1915,1200000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,131 PEMBROOK LOOP,10309,1,"1,669",1993,465000,213734,8585,55180,173430
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,7306 11TH AVENUE,11228,1,"1,668",1915,865000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2017 WEST 8TH STREET,11223,2,"1,668",1925,1150000,1149461,48699,188640,1067440
Queens County,01 ONE FAMILY DWELLINGS,12-27 31 AVENUE,11106,1,"1,667",1901,953000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,91-49 88TH STREET,11421,1,"1,667",1920,383250,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,329 95TH STREET,11209,2,"1,667",1925,818000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,230 TOMPKINS AVENUE,11216,1,"1,667",1899,760000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,337A MACON STREET,11216,1,"1,667",1899,565429,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,542 LEXINGTON AVENUE,11221,2,"1,667",1899,920000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,683 MADISON STREET,11221,2,"1,667",1899,1320000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,673 HANCOCK STREET,11233,2,"1,667",1899,1650000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,673 HANCOCK STREET,11233,2,"1,667",1899,485000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,702A HALSEY ST,11233,2,"1,667",1899,1100000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,299 QUINCY STREET,11216,2,"1,667",1899,1192500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,303 HALSEY STREET,11216,2,"1,667",1899,1550000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,545A QUINCY STREET,11221,3,"1,667",1899,925000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,543 QUINCY STREET,11221,3,"1,667",1899,1185000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,542 HANCOCK STREET,11233,3,"1,667",1899,1675000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,541A MACON STREET,11233,3,"1,667",1899,1425000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,541A MACON STREET,11233,3,"1,667",1899,825000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,462 JEFFERSON AVE,11221,3,"1,667",1899,1330846,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,952 BEDFORD AVENUE,11205,3,"1,667",1901,2670000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,104 MADISON STREET,11216,3,"1,667",1905,2180000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,225 WYCKOFF STREET,11217,2,"1,667",1899,2600000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1121 LAFAYETTE AVENUE,11221,2,"1,667",1915,1040000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,163 MENAHAN STREET,11221,2,"1,667",1930,635000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,140 WOODBINE STREET,11221,2,"1,667",1905,1320000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1118 DECATUR STREET,11207,2,"1,667",1899,1440000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1118 DECATUR STREET,11207,2,"1,667",1899,773000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,191 MOFFAT STREET,11207,2,"1,667",1910,1425000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,652 CHAUNCEY STREET,11207,2,"1,667",1910,564000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,652 CHAUNCEY STREET,11207,2,"1,667",1910,739500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,654 CHAUNCEY STREET,11207,2,"1,667",1910,750000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,15 PILLING STREET,11207,2,"1,667",1910,796500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,15 PILLING STREET,11207,2,"1,667",1910,796500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,84 DE SALES PLACE,11207,2,"1,667",1905,680000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,8516 GLENWOOD ROAD,11236,2,"1,667",2004,705000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,226 UNION STREET,11231,3,"1,667",1899,2900000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1347A PACIFIC STREET,11216,1,"1,667",1899,1930000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1249 BERGEN STREET,11213,1,"1,667",1899,998000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,914 STERLING PLACE,11216,1,"1,667",1901,350000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1425 PACIFIC STREET,11216,2,"1,667",1915,1265000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1419 PACIFIC STREET,11216,2,"1,667",1915,2550000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1621 PACIFIC STREET,11213,2,"1,667",1905,1595000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,195 ELTON STREET,11208,1,"1,667",1905,323303,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,312 LOGAN STREET,11208,2,"1,667",1910,500000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,73 MCGUINNESS BOULEVARD,11222,1,"1,667",1901,1700000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1009 LORIMER STREET,11222,2,"1,667",1899,1827500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,575A LEONARD STREET,11222,2,"1,667",1899,1625000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,88 DIAMOND STREET,11222,2,"1,667",1905,1680000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,128 NASSAU AVENUE,11222,2,"1,667",1931,1925000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,3316 AVENUE T,11234,1,"1,667",1935,680000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2262 ATLANTIC AVENUE,11233,2,"1,667",1927,822000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,855 MONROE STREET,11221,2,"1,667",1899,610000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,900 MADISON STREET,11221,2,"1,667",2018,1464000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1391 HERKIMER STREET,11233,2,"1,667",1899,571500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1391 HERKIMER STREET,11233,2,"1,667",1899,433000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,2144A ATLANTIC AVENUE,11233,3,"1,667",1901,765000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,2274 ATLANTIC AVENUE,11233,3,"1,667",1901,160000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,720 SACKETT STREET,11217,1,"1,667",1899,2325000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,471 10TH STREET,11215,2,"1,667",1901,2500000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,260 11TH STREET,11215,2,"1,667",1899,2999000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,367 12TH STREET,11215,2,"1,667",1910,1595000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,90 PIONEER STREET,11231,2,"1,667",1899,1720000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,104 PIONEER STREET,11231,2,"1,667",1899,1675000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,120 PIONEER STREET,11231,2,"1,667",1899,1390000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,126 PIONEER STREET,11231,2,"1,667",1899,1640000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,153A 31ST STREET,11232,2,"1,667",1910,1276771,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,44 EAST 3RD STREET,11218,2,"1,667",1910,1280000,1149461,48699,188640,1067440
Bronx County,01 ONE FAMILY DWELLINGS,819 ELSMERE PLACE,10460,1,"1,667",1901,455000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,2021 GRAND AVENUE,10453,2,"1,667",2006,438500,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,418 EAST 134 STREET,10454,2,"1,667",1901,179000,565642,32035,44610,621050
Bronx County,03 THREE FAMILY DWELLINGS,421 E 135TH STREET,10454,3,"1,667",1901,722958,565642,32035,44610,621050
Bronx County,03 THREE FAMILY DWELLINGS,349 EAST 139 STREET,10454,3,"1,667",1901,755000,565642,32035,44610,621050
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,438 BRISTOL ST,11212,2,"1,666",2011,772500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,348 WORTMAN AVENUE,11207,2,"1,666",1960,800000,1149461,48699,188640,1067440
Bronx County,02 TWO FAMILY DWELLINGS,818 ELSMERE PLACE,10460,2,"1,666",2007,780000,565642,32035,44610,621050
Bronx County,03 THREE FAMILY DWELLINGS,528 WALES AVE,10455,3,"1,666",1920,730000,565642,32035,44610,621050
manhattan,02 TWO FAMILY DWELLINGS,141 WEST 129 STREET,10027,2,1665,2001,1600000,#N/A,#N/A,#N/A,#N/A
manhattan,02 TWO FAMILY DWELLINGS,102 WEST 131 STREET,10027,2,1665,2017,2875000,#N/A,#N/A,#N/A,#N/A
manhattan,02 TWO FAMILY DWELLINGS,266 WEST 132ND STREET,10027,2,1665,1910,1600000,#N/A,#N/A,#N/A,#N/A
manhattan,02 TWO FAMILY DWELLINGS,508 WEST 157 STREET,10032,2,1665,1899,1200000,#N/A,#N/A,#N/A,#N/A
Bronx County,03 THREE FAMILY DWELLINGS,700 EAST 182 STREET,10457,3,"1,665",2001,836000,565642,32035,44610,621050
manhattan,01 ONE FAMILY DWELLINGS,158 EAST 63RD STREET,10065,1,1664,1899,7000000,#N/A,#N/A,#N/A,#N/A
Queens County,01 ONE FAMILY DWELLINGS,101-16 107TH STREET,11416,1,"1,664",1920,450000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,86-42 89 STREET,11421,2,"1,664",1901,529000,1099996,39401,166650,1015040
Bronx County,03 THREE FAMILY DWELLINGS,364 EAST 167 STREET,10456,3,"1,663",2006,666000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3088 ALAN PLACE,10465,1,"1,663",1950,539000,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,9221 168 PLACE,11433,2,"1,660",1920,600000,1099996,39401,166650,1015040
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,459 SENATOR ST,11220,1,"1,660",1915,600000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,101 LAMA COURT,11223,2,"1,660",1920,785000,1149461,48699,188640,1067440
Bronx County,03 THREE FAMILY DWELLINGS,1232 INTERVALE AVE,10459,3,"1,660",1920,500000,565642,32035,44610,621050
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,431 99TH STREET,11209,1,"1,658",1940,899000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,20 MARCONI PLACE,11233,3,"1,658",1899,890000,1149461,48699,188640,1067440
